,,,,,,,,,,,DESCRIPTION,,,,STAPLES ITEM ID,,QTY. ,STAPLES PRICE
DET,70107014,1085754,NOVAMED SURGERY CTR OF ST PETERS,5200 EXECUTIVE,SURGERY PARTNERS,5200 EXECUTIVE CENTRE PKWY,SAINT PETERS,MO,63376,4/29/2022,HP 972 MAGENTA,Ink and Toner,Other Ink and Toner,EA,1989911,A8201-H012401, 22 ,$75.30 
DET,70107014,1085754,NOVAMED SURGERY CTR OF ST PETERS,5200 EXECUTIVE,SURGERY PARTNERS,5200 EXECUTIVE CENTRE PKWY,SAINT PETERS,MO,63376,4/29/2022,HP 972 YELLOW,Ink and Toner,Other Ink and Toner,EA,1989921,A8201-H012401, 14 ,$75.30 
DET,70107014,1085784,WEST KENDALL SURGERY CENTER,MIAMI SURGICAL,MIAMI SURGICAL CENTER,7600 SW 87TH AVE,MIAMI,FL,33173,10/9/2018,HP 952 XL BLACK,Ink and Toner,Other Ink and Toner,EA,2002713,K0727-H029986, 18 ,$41.41 
DET,70107014,1085784,WEST KENDALL SURGERY CENTER,MIAMI SURGICAL,MIAMI SURGICAL CENTER,7600 SW 87TH AVE,MIAMI,FL,33173,10/9/2018,HP 952 XL BLACK/CMY 4PK,Ink and Toner,Other Ink and Toner,PK,2030289,K0727-H029986, 15 ,$99.78 
DET,70107014,1086946,DELAWARE OUTPATIENT CTR FOR SURGERY,DELAWARE,DELAWARE OUTPATIENT CTR FOR SURGERY,774 CHRISTIANA RD,NEWARK,DE,19713,11/28/2018,HP 902 XL BLACK,Ink and Toner,Other Ink and Toner,EA,2140574,K0636-H029860, 11 ,$330.30 
DET,70107014,1086946,DELAWARE OUTPATIENT CTR FOR SURGERY,DELAWARE,DELAWARE OUTPATIENT CTR FOR SURGERY,774 CHRISTIANA RD,NEWARK,DE,19713,11/28/2018,HP 902 XL CYAN,Ink and Toner,Other Ink and Toner,EA,2140573,K0636-H029860, 14 ,$82.80 
DET,70107014,1086946,DELAWARE OUTPATIENT CTR FOR SURGERY,DELAWARE,DELAWARE OUTPATIENT CTR FOR SURGERY,774 CHRISTIANA RD,NEWARK,DE,19713,11/28/2018,HP 902 XL MAGENTA,Ink and Toner,Other Ink and Toner,EA,2140568,K0636-H029860, 270 ,$82.80 
DET,70107014,1086946,DELAWARE OUTPATIENT CTR FOR SURGERY,DELAWARE,DELAWARE OUTPATIENT CTR FOR SURGERY,774 CHRISTIANA RD,NEWARK,DE,19713,11/28/2018,HP 902 XL YELLOW,Ink and Toner,Other Ink and Toner,EA,2140567,K0636-H029860, 18 ,$82.80 
DET,70107014,1087052,CLEVELAND ASC PAYABLES,CLEVELANDTN,THE SURGERY CENTER OF CLEVELAND,137 25TH ST NE,CLEVELAND,TN,37311,12/6/2018,CANON CL-246 C/M/Y COLOR INK,Ink and Toner,Other Ink and Toner,EA,222446,K0749-H030008, 250 ,$20.67 
DET,70107014,1087052,CLEVELAND ASC PAYABLES,CLEVELANDTN,THE SURGERY CENTER OF CLEVELAND,137 25TH ST NE,CLEVELAND,TN,37311,12/6/2018,CANON PG245 BLACK,Ink and Toner,Other Ink and Toner,EA,223885,K0749-H030008, 60 ,"$1,145.13 "
DET,70107014,1087479,SURGERY PARTNERS LOSC GAINESVILLE,LASERSURGCTR,LASER AND OUTPATIENT SURGERY CENTER,6925 NW 11TH PL,GAINESVILLE,FL,32605,1/21/2019,HP 952 XL BLACK/CMY 4PK,Ink and Toner,Other Ink and Toner,PK,2030289,K0720-H029979, 55 ,$99.78 
DET,70107014,1087564,SURGERY PARTNERS,MED CTR ENDO,MEDICAL CENTER ENDOSCOPY,6560 FANNIN ST,HOUSTON,TX,77030,1/29/2019,HP 67 XL BLACK/CMY 2PK,Ink and Toner,Other Ink and Toner,PK,24430096,K6086-H036966, 11 ,$37.33 
DET,70107014,1089022,GOLD COAST SURGERY CENTER,GOLD COAST,GOLD COAST SURGERY CENTER,2927 DE LA VINA ST,SANTA BARBARA,CA,93105,6/5/2019,HP 902 INK CARTRIDGE BLACK,Ink and Toner,Other Ink and Toner,EA,2140571,N2570-H057860, 11 ,"$13,280.96 "
DET,70107014,1089022,GOLD COAST SURGERY CENTER,GOLD COAST,GOLD COAST SURGERY CENTER,2927 DE LA VINA ST,SANTA BARBARA,CA,93105,6/5/2019,HP 902 INK CARTRIDGE CYAN,Ink and Toner,Other Ink and Toner,EA,2140623,N2570-H057860, 156 ,$228.64 
DET,70107014,1089022,GOLD COAST SURGERY CENTER,GOLD COAST,GOLD COAST SURGERY CENTER,2927 DE LA VINA ST,SANTA BARBARA,CA,93105,6/5/2019,HP 902 INK CARTRIDGE MAGENTA,Ink and Toner,Other Ink and Toner,EA,2140584,N2570-H057860, 54 ,$118.35 
DET,70107014,1089022,GOLD COAST SURGERY CENTER,GOLD COAST,GOLD COAST SURGERY CENTER,2927 DE LA VINA ST,SANTA BARBARA,CA,93105,6/5/2019,HP 902 INK CARTRIDGE YELLOW,Ink and Toner,Other Ink and Toner,EA,2140581,N2570-H057860, 51 ,$128.61 
DET,70107014,1089940,PAIN SPECIALISTS OF ORANGE COUNTY,LAGUNA HILLS,PAIN SPECIALISTS OF ORANGE COUNTY,24953 PASEO DE VALENCIA,LAGUNA HILLS,CA,92653,9/23/2020,BROTHER DR820 DRUM,Ink and Toner,Other Ink and Toner,EA,1742327,M1161-H038879, 42 ,$113.90 
DET,70107014,1089940,PAIN SPECIALISTS OF ORANGE COUNTY,PS OF OC,PAIN SPECIALISTS OF ORANGE COUNTY,35 CREEK RD,IRVINE,CA,92604,8/6/2019,BROTHER DR420 DRUM,Ink and Toner,Other Ink and Toner,EA,889092,M0688-H043053, 15 ,$69.92 
DET,70107014,1090647,SURGERY PARTNERS,PARK PLACE,PARK PLACE SURGERY CENTER,2450 MAITLAND CTR PKWY,MAITLAND,FL,32751,9/12/2019,CANON PGI1200 BLACK,Ink and Toner,Other Ink and Toner,EA,1243996,K0722-H029981, 19 ,$33.26 
DET,70107014,1090940,ATLANTA EYE SURGERY CENTER,ATLANTA EYE,ATLANTA EYE SURGERY CENTER,3200 DOWNWOOD CIR,ATLANTA,GA,30327,10/7/2019,HP 950 XL BLACK/951 CMY 4PK,Ink and Toner,Other Ink and Toner,PK,108230,K0728-H029987, 19 ,$373.32 
DET,70107014,1091668,EAST MEMPHIS SURGERY CENTER,EAST MEMPHIS SC,EAST MEMPHIS SURGERY CENTER,80 HUMPHREYS CTR DR,MEMPHIS,TN,38120,11/12/2019,BROTHER DR420 DRUM,Ink and Toner,Other Ink and Toner,EA,889092,A8258-H012458, 19 ,$279.68 
DET,70107014,1091668,EAST MEMPHIS SURGERY CENTER,EAST MEMPHIS SC,EAST MEMPHIS SURGERY CENTER,80 HUMPHREYS CTR DR,MEMPHIS,TN,38120,11/12/2019,GB REMAN BRO TN450 HYBLK TNR,Ink and Toner,Other Ink and Toner,EA,24516291,A8258-H012458, 11 ,$99.96 
DET,70107014,1101241,LAKE MARY SURGERY CENTER,LAKE MARY SURGE,LAKE MARY SURGERY CENTER,460 ST CHARLES CT,LAKE MARY,FL,32746,8/6/2021,HP 902 XL BLACK,Ink and Toner,Other Ink and Toner,EA,2140574,K0715-H029974, 13 ,"$2,972.70 "
DET,70107014,1101241,LAKE MARY SURGERY CENTER,LAKE MARY SURGE,LAKE MARY SURGERY CENTER,460 ST CHARLES CT,LAKE MARY,FL,32746,8/6/2021,HP 902 XL CYAN,Ink and Toner,Other Ink and Toner,EA,2140573,K0715-H029974, 31 ,$186.30 
DET,70107014,1101241,LAKE MARY SURGERY CENTER,LAKE MARY SURGE,LAKE MARY SURGERY CENTER,460 ST CHARLES CT,LAKE MARY,FL,32746,8/6/2021,HP 902 XL MAGENTA,Ink and Toner,Other Ink and Toner,EA,2140568,K0715-H029974, 14 ,"$1,014.30 "
DET,70107014,1101241,LAKE MARY SURGERY CENTER,LAKE MARY SURGE,LAKE MARY SURGERY CENTER,460 ST CHARLES CT,LAKE MARY,FL,32746,8/6/2021,HP 902 XL YELLOW,Ink and Toner,Other Ink and Toner,EA,2140567,K0715-H029974, 41 ,"$1,014.30 "
DET,70107014,1101477,SURGERY PARTNERS- TRACY SURGERY CEN,SURGERYPARTNER,SURGERY PARTNERS- TRACY SURGERY CEN,2160 W GRANTLINE RD,TRACY,CA,95377,8/23/2021,HP 952 XL BLACK/CMY 4PK,Ink and Toner,Other Ink and Toner,PK,2030289,N7070-H066119, 21 ,$99.78 
DET,70107014,1101477,SURGERY PARTNERS- TRACY SURGERY CEN,SURGERYPARTNER,SURGERY PARTNERS- TRACY SURGERY CEN,2160 W GRANTLINE RD,TRACY,CA,95377,8/23/2021,XEROX 101R00474 DRUM,Ink and Toner,Other Ink and Toner,EA,1439119,N7070-H066119, 21 ,$69.61 
DET,70107014,1105390,MEADOWBROOK ENDOSCOPY,MEADOWBROOK END,MEADOWBROOK ENDOSCOPY,865 MERRICK AVE,WESTBURY,NY,11590,4/12/2022,HP 67 XL BLACK,Ink and Toner,Other Ink and Toner,EA,24430099,R1687-H087987, 14 ,$23.03 
DET,70107014,1105452,SEQUOIA SURGICAL PAVILION,SEQUOIA SURG,SEQUOIA SURGICAL PAVILION,2405 SHADELANDS DR,WALNUT CREEK,CA,94598,4/19/2022,BROTHER DR420 DRUM,Ink and Toner,Other Ink and Toner,EA,889092,M8990-H053423, 7 ,$279.68 
DET,70107014,1105568,PAIN MANAGEMENT ASSOCIATES,PMA LAGUNA,PAIN MANAGEMENT ASSOCIATES,24012 CALLE DE LA PLATA,LAGUNA HILLS,CA,92653,4/28/2022,BROTHER DR630 DRUM,Ink and Toner,Other Ink and Toner,EA,1005400,M9486-H053947, 51 ,$75.61 
DET,70107014,376949,PHYSICIANS SURGICAL SPECIALTY,PSS HOUMA,PHYSICIANS SURGICAL SPECIALTY,218 CORPORATE DR,HOUMA,LA,70360,10/26/2012,HP 62 CMY,Ink and Toner,Other Ink and Toner,EA,1182802,A8227-H012427, 10 ,$322.40 
DET,70107014,376949,PHYSICIANS SURGICAL SPECIALTY,PSS HOUMA,PHYSICIANS SURGICAL SPECIALTY,218 CORPORATE DR,HOUMA,LA,70360,10/26/2012,HP 62 XL BLACK,Ink and Toner,Other Ink and Toner,EA,1182803,A8227-H012427, 12 ,"$2,934.63 "
DET,70107014,376949,PHYSICIANS SURGICAL SPECIALTY,PSS HOUMA,PHYSICIANS SURGICAL SPECIALTY,218 CORPORATE DR,HOUMA,LA,70360,10/26/2012,HP 932 BLACK,Ink and Toner,Other Ink and Toner,EA,423888,A8227-H012427, 15 ,$184.50 
DET,70107014,376949,PHYSICIANS SURGICAL SPECIALTY,PSS HOUMA,PHYSICIANS SURGICAL SPECIALTY,218 CORPORATE DR,HOUMA,LA,70360,10/26/2012,HP 933 CYAN INK CARTRIDGE,Ink and Toner,Other Ink and Toner,EA,423886,A8227-H012427, 16 ,$46.76 
DET,70107014,376949,PHYSICIANS SURGICAL SPECIALTY,PSS HOUMA,PHYSICIANS SURGICAL SPECIALTY,218 CORPORATE DR,HOUMA,LA,70360,10/26/2012,HP 933 MAGENTA INK CARTRIDGE,Ink and Toner,Other Ink and Toner,EA,423885,A8227-H012427, 19 ,$11.69 
DET,70107014,376949,PHYSICIANS SURGICAL SPECIALTY,PSS HOUMA,PHYSICIANS SURGICAL SPECIALTY,218 CORPORATE DR,HOUMA,LA,70360,10/26/2012,HP 933 YELLOW INK CARTRIDGE,Ink and Toner,Other Ink and Toner,EA,423883,A8227-H012427, 6 ,$46.76 
DET,70107014,377146,ANIMAS SURGICAL HOSPITAL,ANIMAS,ANIMAS SURGICAL HOSPITAL,575 RIVERGATE LN,DURANGO,CO,81301,10/26/2012,BROTHER DR221CL DRUM UNIT,Ink and Toner,Other Ink and Toner,EA,147221,A8202-H082452, 16 ,$115.78 
DET,70107014,377146,ANIMAS SURGICAL HOSPITAL,ANIMAS,ANIMAS SURGICAL HOSPITAL,575 RIVERGATE LN,DURANGO,CO,81301,10/26/2012,BROTHER DR820 DRUM,Ink and Toner,Other Ink and Toner,EA,1742327,A8202-H082452, 11 ,$113.90 
DET,70107014,377261,SURGERY PARTNERS,FOURTH FLOOR,SURGERY PARTNERS,310 SEVEN SPRINGS WAY,BRENTWOOD,TN,37027,12/1/2017,HP 67 XL BLACK/CMY 2PK,Ink and Toner,Other Ink and Toner,PK,24430096,A8201-H012401, 14 ,"$1,343.88 "
DET,70107014,377261,SURGERY PARTNERS,FOURTH FLOOR,SURGERY PARTNERS,310 SEVEN SPRINGS WAY,BRENTWOOD,TN,37027,12/1/2017,HP 950 XL BLACK/951 CMY 4PK,Ink and Toner,Other Ink and Toner,PK,108230,A8201-H012401, 60 ,$373.32 
DET,70107014,377261,SURGERY PARTNERS,FOURTH FLOOR,SURGERY PARTNERS,310 SEVEN SPRINGS WAY,BRENTWOOD,TN,37027,12/1/2017,HP 952 XL BLACK/CMY 4PK,Ink and Toner,Other Ink and Toner,PK,2030289,A8201-H012401, 5 ,$399.12 
DET,70107014,A76821,WEST BAY SURGERY CENTER,SA-39U11MU00,WEST BAY SURGERY CENTER,1401 W BAY DR,LARGO,FL,33770,6/6/2014,BROTHER DR420 DRUM,Ink and Toner,Other Ink and Toner,EA,889092,A8222-H012422, 22 ,$279.68 
DET,70107014,A76821,WEST BAY SURGERY CENTER,SA-39U11MU00,WEST BAY SURGERY CENTER,1401 W BAY DR,LARGO,FL,33770,6/6/2014,DR400 DRUM FOR MFC8300,Ink and Toner,Other Ink and Toner,EA,392480,A8222-H012422, 66 ,$117.86 
DET,70107014,A76821,WEST BAY SURGERY CENTER,SA-39U11MU00,WEST BAY SURGERY CENTER,1401 W BAY DR,LARGO,FL,33770,6/6/2014,HP 962 XL BLACK,Ink and Toner,Other Ink and Toner,EA,24388083,A8222-H012422, 2 ,$169.16 
DET,70107014,A76821,WEST BAY SURGERY CENTER,SA-39U11MU00,WEST BAY SURGERY CENTER,1401 W BAY DR,LARGO,FL,33770,6/6/2014,SEB REMAN BROTHER DR-400 DRUM,Ink and Toner,Other Ink and Toner,EA,791227,A8222-H012422, 55 ,$45.87 
DET,70107014,A76831,ORTHO SURGERY CNTR OF ASHVILLE,SA-ORTHOSURGERY,ORTHO SURGERY CNTR OF ASHVILLE,29 NETTLEWOOD DRIVE,ASHEVILLE,NC,28803,6/6/2014,HP 67 BLACK INK CARTRIDGE,Ink and Toner,Other Ink and Toner,EA,24430098,A8226-H012426, 10 ,$138.15 
DET,70107014,A76964,PREMIER SURGICAL,SA-PREMIERSURGI,PREMIER SURGICAL CENTER,3243 GLYNN AVE,BRUNSWICK,GA,31520,6/6/2014,HP 910 XL BLACK/CMY 5PK,Ink and Toner,Other Ink and Toner,PK,24422094,A8205-H012405, 22 ,$136.29 
DET,70107014,A77119,SPECIALTY SURG CENTER OF WESTLAKE,SA-WESTLAKE,SPECIALTY SURG CENTER OF WESTLAKE,696 HAMPSHIRE RD,WESTLAKE VILLAGE,CA,91361,6/6/2014,HP 910 XL BLACK/CMY 5PK,Ink and Toner,Other Ink and Toner,PK,24422094,A8237-H012437, 66 ,$136.29 
DET,70107014,A77142,VILLAGE SURGICENTER OF ERIE,SA-ERIE,VILLAGE SURGICENTER OF ERIE,5473 VILLAGE COMMON DR,ERIE,PA,16506,6/6/2014,BROTHER DR630 DRUM,Ink and Toner,Other Ink and Toner,EA,1005400,A8247-H012447, 14 ,$75.61 
DET,70107014,A77142,VILLAGE SURGICENTER OF ERIE,SA-ERIE,VILLAGE SURGICENTER OF ERIE,5473 VILLAGE COMMON DR,ERIE,PA,16506,6/6/2014,BROTHER LC203 XL BLACK,Ink and Toner,Other Ink and Toner,EA,1106359,A8247-H012447, 14 ,$74.84 
DET,70107014,A77142,VILLAGE SURGICENTER OF ERIE,SA-ERIE,VILLAGE SURGICENTER OF ERIE,5473 VILLAGE COMMON DR,ERIE,PA,16506,6/6/2014,HP 952 XL BLACK,Ink and Toner,Other Ink and Toner,EA,2002713,A8247-H012447, 14 ,$41.41 
DET,70107014,A77195,MICROSURGICAL SPINE CENTER,SA-MICROSURGICL,MICROSURGICAL SPINE CENTER,1519 3RD ST SE,PUYALLUP,WA,98372,6/6/2014,CANON BCI-15 BLK INK CART  2PK,Ink and Toner,Other Ink and Toner,PK,503745,A8250-H012450, 22 ,$53.96 
DET,70107014,A77195,MICROSURGICAL SPINE CENTER,SA-MICROSURGICL,MICROSURGICAL SPINE CENTER,1519 3RD ST SE,PUYALLUP,WA,98372,6/6/2014,CANON BCI-16 COLOR INK 2PK,Ink and Toner,Other Ink and Toner,PK,597718,A8250-H012450, 14 ,$23.39 
DET,70107014,A77195,MICROSURGICAL SPINE CENTER,SA-MICROSURGICL,MICROSURGICAL SPINE CENTER,1519 3RD ST SE,PUYALLUP,WA,98372,6/6/2014,CANON PG245 XL BLACK/CMY 2PK,Ink and Toner,Other Ink and Toner,PK,1979189,A8250-H012450, 18 ,$49.44 
DET,70107014,A77259,COOL SPRINGS SURGERY CENTER,SA-COOL SPRINGS,COOL SPRINGS SURGERY CENTER,2009 MALLORY LN,FRANKLIN,TN,37067,6/6/2014,HP 950 XL BLACK,Ink and Toner,Other Ink and Toner,EA,364837,A8257-H012457, 15 ,$140.04 
DAL,10002879,'@B14045,"TEXARKANA SURGERY CENTER, LP",5404 SUMMERHILL,"TEXARKANA SURGERY CENTER, LP",5404 SUMMERHILL RD,TEXARKANA,TX,75503,1/25/2012,SEB REMAN BROTHR DR420 DRUM,Ink and Toner,Reman Toner ,EA,944906,A8243-H012443, 11 ,$46.46 
DAL,10002879,'@B14045,"TEXARKANA SURGERY CENTER, LP",5404 SUMMERHILL,"TEXARKANA SURGERY CENTER, LP",5404 SUMMERHILL RD,TEXARKANA,TX,75503,1/25/2012,SEB REMAN BROTHR TN420 BLK TNR,Ink and Toner,Reman Toner ,EA,400244,A8243-H012443, 14 ,$91.20 
DAL,10002879,'@B14045,"TEXARKANA SURGERY CENTER, LP",5404 SUMMERHILL,"TEXARKANA SURGERY CENTER, LP",5404 SUMMERHILL RD,TEXARKANA,TX,75503,1/25/2012,SEB REMAN BROTHR TN620 BLK TNR,Ink and Toner,Reman Toner ,EA,894709,A8243-H012443, 270 ,$20.79 
DAL,10002879,'@B14045,"TEXARKANA SURGERY CENTER, LP",5404 SUMMERHILL,"TEXARKANA SURGERY CENTER, LP",5404 SUMMERHILL RD,TEXARKANA,TX,75503,1/25/2012,TRED REMAN BRO TN760 HYBLK TNR,Ink and Toner,Reman Toner ,EA,24421500,A8243-H012443, 18 ,$49.49 
LA,10031791,'@B24545,NORTHWEST SPECIALITY HOSPITAL,EAST POLSTON,NORTHWEST SPECIALITY HOSPITAL,1593 E POLSTON AVE,POST FALLS,ID,83854,10/25/2012,TRED REM SAM MLT-D116L HYBK TR,Ink and Toner,Reman Toner ,EA,2638267,M8993-H053426, 250 ,$226.36 
DET,1826848,1056695,SURGERY PARTNERS,SAN ANTONIO2,SURGERY PARTNERS,12838 VISTA DEL NORTE,SAN ANTONIO,TX,78216,6/10/2019,SEB REMAN HP 305A CYAN TONER,Ink and Toner,Reman Toner ,EA,1004305,A8201-H012401, 60 ,$54.84 
DET,1826848,1056695,SURGERY PARTNERS,SAN ANTONIO2,SURGERY PARTNERS,12838 VISTA DEL NORTE,SAN ANTONIO,TX,78216,6/10/2019,SEB REMAN HP 305A MAG TONER,Ink and Toner,Reman Toner ,EA,1004303,A8201-H012401, 55 ,$53.84 
DET,1826848,1056695,SURGERY PARTNERS,SAN ANTONIO2,SURGERY PARTNERS,12838 VISTA DEL NORTE,SAN ANTONIO,TX,78216,6/10/2019,SEB REMAN HP 305A YELLO TONER,Ink and Toner,Reman Toner ,EA,1004304,A8201-H012401, 11 ,$53.95 
LA,1837803,1043854,SPECIALTY SURGICAL CENTER,SUITE 203,SPECIALTY SURGICAL CENTER,9001 WILSHIRE BLVD,BEVERLY HILLS,CA,90211,10/18/2017,TRED REM BRO TN770 SUP HY BLK,Ink and Toner,Reman Toner ,EA,24479087,A8232-H012432, 11 ,"$2,825.60 "
LA,1837803,1043854,SPECIALTY SURGICAL CENTER,SUITE 203,SPECIALTY SURGICAL CENTER,9001 WILSHIRE BLVD,BEVERLY HILLS,CA,90211,10/18/2017,TRED REM HP 37Y XTRA HY BLK TR,Ink and Toner,Reman Toner ,EA,24479228,A8232-H012432, 156 ,$307.11 
LA,1837803,1043854,SPECIALTY SURGICAL CENTER,SUITE 203,SPECIALTY SURGICAL CENTER,9001 WILSHIRE BLVD,BEVERLY HILLS,CA,90211,10/18/2017,TRED REMAN BRO TN650 HYBLK TR,Ink and Toner,Reman Toner ,EA,894710,A8232-H012432, 54 ,$24.67 
CHI,55000085,VLYAMBU,VALLEY AMBULATORY SURGERY CENTER,ST CHARLES,VALLEY AMBULATORY SURGERY CENTER,2475 DEAN ST,SAINT CHARLES,IL,60175,12/5/2006,TRED REM HP 26X XTRA HY BLK TR,Ink and Toner,Reman Toner ,EA,24479242,A8245-H012445, 51 ,$459.16 
CHI,55000085,VLYAMBU,VALLEY AMBULATORY SURGERY CENTER,ST CHARLES,VALLEY AMBULATORY SURGERY CENTER,2475 DEAN ST,SAINT CHARLES,IL,60175,12/5/2006,TRED REMAN HP 26X HY BLACK TNR,Ink and Toner,Reman Toner ,EA,24304055,A8245-H012445, 42 ,"$3,037.25 "
LA,70106425,375039,GREAT FALLS CLINIC,0000,GREAT FALLS CLINIC,3000 15TH AVE S,GREAT FALLS,MT,59405,10/26/2012,SEB REMAN BROTHR DR420 DRUM,Ink and Toner,Reman Toner ,EA,944906,J3202-H018841, 15 ,$46.46 
LA,70106433,376238,MOUNTAIN VIEW HOSPITAL,1,MOUNTAIN VIEW HOSPITAL,5370 HEYREND DR,IDAHO FALLS,ID,83402,10/26/2012,SEB REMAN HP 49A BLACK TONER,Ink and Toner,Reman Toner ,EA,791337,A9586-H026742, 19 ,$309.78 
DET,70107014,1054438,SPECIALTY SURGERY CTR WILSHIRE,SPECIALTYSURGER,SPECIALTY SURGERY CTR WILSHIRE,8670 WILSHIRE BLVD,BEVERLY HILLS,CA,90211,4/21/2015,SEB REMAN HP 508A CYAN TONER,Ink and Toner,Reman Toner ,EA,24378018,A8234-H012434, 19 ,$125.19 
DET,70107014,1054438,SPECIALTY SURGERY CTR WILSHIRE,SPECIALTYSURGER,SPECIALTY SURGERY CTR WILSHIRE,8670 WILSHIRE BLVD,BEVERLY HILLS,CA,90211,4/21/2015,TRED REMAN HP 508A YELLOW TONR,Ink and Toner,Reman Toner ,EA,24378020,A8234-H012434, 19 ,"$1,013.28 "
DET,70107014,1054438,SPECIALTY SURGERY CTR WILSHIRE,SPECIALTYSURGER,SPECIALTY SURGERY CTR WILSHIRE,8670 WILSHIRE BLVD,BEVERLY HILLS,CA,90211,4/21/2015,TRED REMAN HP 508X HY BLACK TR,Ink and Toner,Reman Toner ,EA,24402812,A8234-H012434, 11 ,"$1,207.86 "
DET,70107014,1054438,SPECIALTY SURGERY CTR WILSHIRE,SPECIALTYSURGER,SPECIALTY SURGERY CTR WILSHIRE,8670 WILSHIRE BLVD,BEVERLY HILLS,CA,90211,4/21/2015,TRED REMAN HP 87A BLACK TONER,Ink and Toner,Reman Toner ,EA,24298931,A8234-H012434, 13 ,$147.30 
DET,70107014,1075449,NOVAMED SURGERY CTR OF WARRENSBURG,WARRENSBURG,NOVAMED SURGERY CTR OF WARRENSBURG,506 BURKARTH RD,WARRENSBURG,MO,64093,7/31/2017,SEB REMAN HP80X EXTHIYLD BLK,Ink and Toner,Reman Toner ,EA,1974237,K0740-H029999, 31 ,$81.40 
DET,70107014,1086778,SPECIALTY SURGICAL CENTER OF ENCINO,SC-ENCINO,SPECIALTY SURGICAL CENTER OF ENCINO,16501 VENTURA BLVD,ENCINO,CA,91436,11/8/2018,GB REMAN HP 201A BLACK TONER,Ink and Toner,Reman Toner ,EA,24479789,A8236-H012436, 14 ,$52.49 
DET,70107014,1086778,SPECIALTY SURGICAL CENTER OF ENCINO,SC-ENCINO,SPECIALTY SURGICAL CENTER OF ENCINO,16501 VENTURA BLVD,ENCINO,CA,91436,11/8/2018,GB REMAN HP 201A CYAN TONER,Ink and Toner,Reman Toner ,EA,24479808,A8236-H012436, 41 ,$62.19 
DET,70107014,1086778,SPECIALTY SURGICAL CENTER OF ENCINO,SC-ENCINO,SPECIALTY SURGICAL CENTER OF ENCINO,16501 VENTURA BLVD,ENCINO,CA,91436,11/8/2018,GB REMAN HP 201A MAG TONER,Ink and Toner,Reman Toner ,EA,24479767,A8236-H012436, 21 ,$62.19 
DET,70107014,1086778,SPECIALTY SURGICAL CENTER OF ENCINO,SC-ENCINO,SPECIALTY SURGICAL CENTER OF ENCINO,16501 VENTURA BLVD,ENCINO,CA,91436,11/8/2018,GB REMAN HP 201A YELLOW TONER,Ink and Toner,Reman Toner ,EA,24479763,A8236-H012436, 21 ,$62.19 
DET,70107014,1086778,SPECIALTY SURGICAL CENTER OF ENCINO,SC-ENCINO,SPECIALTY SURGICAL CENTER OF ENCINO,16501 VENTURA BLVD,ENCINO,CA,91436,11/8/2018,GB REMAN HP 202A MAGENTA TONER,Ink and Toner,Reman Toner ,EA,24479785,A8236-H012436, 14 ,$58.89 
DET,70107014,1086778,SPECIALTY SURGICAL CENTER OF ENCINO,SC-ENCINO,SPECIALTY SURGICAL CENTER OF ENCINO,16501 VENTURA BLVD,ENCINO,CA,91436,11/8/2018,GB REMAN HP 202A YELLOW TONER,Ink and Toner,Reman Toner ,EA,24479783,A8236-H012436, 7 ,$58.89 
DET,70107014,1086778,SPECIALTY SURGICAL CENTER OF ENCINO,SC-ENCINO,SPECIALTY SURGICAL CENTER OF ENCINO,16501 VENTURA BLVD,ENCINO,CA,91436,11/8/2018,GB REMAN HP 508A BLACK TNR,Ink and Toner,Reman Toner ,EA,24424488,A8236-H012436, 51 ,$780.39 
DET,70107014,1086778,SPECIALTY SURGICAL CENTER OF ENCINO,SC-ENCINO,SPECIALTY SURGICAL CENTER OF ENCINO,16501 VENTURA BLVD,ENCINO,CA,91436,11/8/2018,GB REMAN HP 508A MGNTA TNR,Ink and Toner,Reman Toner ,EA,24424546,A8236-H012436, 10 ,$430.04 
DET,70107014,1086778,SPECIALTY SURGICAL CENTER OF ENCINO,SC-ENCINO,SPECIALTY SURGICAL CENTER OF ENCINO,16501 VENTURA BLVD,ENCINO,CA,91436,11/8/2018,GB REMAN HP 508A YELLOW TNR,Ink and Toner,Reman Toner ,EA,24424541,A8236-H012436, 12 ,$964.71 
DET,70107014,1086778,SPECIALTY SURGICAL CENTER OF ENCINO,SC-ENCINO,SPECIALTY SURGICAL CENTER OF ENCINO,16501 VENTURA BLVD,ENCINO,CA,91436,11/8/2018,TRED REMAN BRO TN221BK BLK TNR,Ink and Toner,Reman Toner ,EA,2438076,A8236-H012436, 15 ,$43.49 
DET,70107014,1086778,SPECIALTY SURGICAL CENTER OF ENCINO,SC-ENCINO,SPECIALTY SURGICAL CENTER OF ENCINO,16501 VENTURA BLVD,ENCINO,CA,91436,11/8/2018,TRED REMAN BRO TN221C CYAN TNR,Ink and Toner,Reman Toner ,EA,2438079,A8236-H012436, 16 ,$41.99 
DET,70107014,1086778,SPECIALTY SURGICAL CENTER OF ENCINO,SC-ENCINO,SPECIALTY SURGICAL CENTER OF ENCINO,16501 VENTURA BLVD,ENCINO,CA,91436,11/8/2018,TRED REMAN BRO TN221M MAG TNR,Ink and Toner,Reman Toner ,EA,2438078,A8236-H012436, 19 ,$38.51 
